All Players Projections MLB Scoring Stats - Average									
Player	Action	Team	ERA	INN	K	S	W	WHIP	Rank
Basner, Ryan RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3286
Houlton, D.J. RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3297
Cate, Troy RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3300
Jones, Nathan SP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	3301
Shipman, Andrew RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3303
Ray, Jason RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3307
Shinskie, David RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	3311
Fukumori, Kazuo RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3313
Thornburg, Tyler SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3315
McLemore, Mark S. RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3317
Stohr, Tyler RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3319
Edwards, Bryan RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3321
Murray, A.J. SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3325
Wing, Ryan RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3327
Santos, Reid RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3330
Novinsky, John RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3331
Corbin, Patrick SP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3332
DeSalvo, Matt RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3335
Geronimo, Ramon RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3338
Serrano, Jimmy RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3339
Lofgren, Chuck SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3342
Simmons, James J. RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3343
Sosa, Oswaldo SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3345
Sharpless, Josh RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3346
Bean, Colter RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3348
Septimo, Leyson RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	3352
Ramirez, Ismael SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3355
Munson, Kevin RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3356
Haines, Talley RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	3358
Olenberger, Kasey SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3360
Norderum, Jason RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3363
Alvarez, Mario SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3373
Van Mil, Loek RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3374
Bucktrot, Keith RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3375
Young, Terrell RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3377
Gomez, Mariano RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3378
Wheeler, Zack SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3379
Flores, Adalberto P TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3380
Barzilla, Philip RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3387
Duff, Grant RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3390
Ruelas, Heriberto RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3393
Reed, Chris P LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3395
Lansford, Jared SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3397
Morris, Dallas RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3399
Ramirez, Neil P TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3402
Hyatt, Austin SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3403
Lawrence, Brian SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3405
Kuwata, Masumi RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3410
Castillo, Fabio RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3411
Green, Nick A. SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3412
De La Rosa, Wilkin RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3413
Andujar, Christopher P TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3414
Thorpe, Tracy RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3415
Franco, Martire RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3416
Rustich, Brant RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3419
Littleton, Wes RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3424
Baek, Cha Seung SP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3429
Espinosa, Sergio P TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3430
Broshuis, Garrett RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3431
Wojciechowski, Asher SP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	3433
Peterson, Matt RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3438
Perez, Marcelo RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3441
Matzek, Tyler SP COL	-	SA`s	N/A	0.0	0	0	0	N/A	3444
Nall, Brandon RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3448
Lee, Zach SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3449
Mitchell, D.J. SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3450
McGinley, Blake RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3451
Broadway, Michael SP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3457
Wassermann, Ehren RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3459
Ridgway, Jeff RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3460
Igawa, Kei SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3461
Pope, Justin RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3462
Bowie, Micah RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3464
Pucetas, Kevin SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3465
Cromer, Jason RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3467
Bacsik, Mike SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3470
Kunz, Eddie RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3483
Lara, Juan RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	3485
Ramirez, Elizardo RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3488
Fields, Josh D. RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3490
Mallette, Brian RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3491
Bowyer, Travis RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3494
Jennings, Dan RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3496
Carter, Brenton RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3497
Harvey, Matt SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3498
Halsey, Brad SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3502
Slocum, Brian RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3505
Stephenson, Robert P CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3509
Font, Wilmer SP TEX 	-	Free Agent	N/A	0.0	0	0	0	N/A	3515
Seanez, Rudy RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3516
Miller, Matt J. RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3517
Cullen, Ryan RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3520
Gilmartin, Sean P ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3524
Simons, Zach RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3525
Carrasco, Hector RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3526
Rheinecker, John SP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3527
Rohlicek, Russel RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	3528
Kasparek, Kenn SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3531
Astacio, Ezequiel RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	3534
Parise, Pete RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3542
Bachanov, Jon RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3550
Kiely, Timothy SP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3551
Walton, Sam RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3554
Perez, Sergio SP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	3555
Etherton, Seth SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3556
Harikkala, Tim RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3557
Peguero, Tony SP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3558
Gordon, Derrick RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3570
Wilkerson, George RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3575
Smith, Mike RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	3576
Bouknight, Kip SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3583
Gardner, Michael RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3584
Cabrera, Edwar SP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3585
Egan, Pat RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3586
McClellan, Zach RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3593
McBeth, Marcus RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3594
Wood, Austin P DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3597
Roquet, Rocky RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	3600
Novoa, Roberto RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3601
Pimentel, Stolmy SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	3603
Hernandez, Carlos P OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3605
Guttormson, Rick RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3608
Brown, Andrew RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3611
Hardy, Blaine RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3616
Cedeno, Juan RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3618
Cole, Gerrit SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3619
Antonini, Michael SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3620
Ellis, Jonathon RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3623
Cova, Rafael SP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3631
Blackley, Travis SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3632
Eckert, Harold RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3637
Mitchell, Andy RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3638
Heckathorn, Kyle SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3639
Kissock, Christopher P PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3641
Webster, Allen SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3644
Cruceta, Francisco RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3645
Chick, Travis SP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3646
Komine, Shane SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3647
Carter, Anthony RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	3648
Caminero, Arquimedes RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3649
Housman, Jeff RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3650
Pomeranz, Stuart RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3652
Timlin, Mike RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3653
Santos, Arthur RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3657
Marbry, Michael P COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3660
Ventura, Ronnie RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	3661
Stockman, Phil RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3665
Jung, Sung RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3667
Ellis, Josh RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3670
Ingram, Jesse RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3675
Childress, Daylan RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3676
Pope, Ryan SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3677
Carvajal, Marcos RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3680
Nall, T.J. RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3683
Valiquette, Philippe RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3685
Medina, Ruben P CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3686
Thompson, Sean SP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3688
Cody, Christopher RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3690
Bostick, Adam SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3691
Snyder, Kyle RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3692
Arias, Wilkins RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3693
Ryu, Jae-Kuk RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3694
Field, Nate RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3697
Cyr, Eric RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3703
Mazone, Brian SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3704
Beltran, Francis RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3710
Lamura, B.J. RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	3713
Bryson, Robert RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	3714
Byrd, Darren P MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3715
Rosario, Francisco A. RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3716
Barrera, Henry RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3717
Munter, Scott RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3718
Merricks, Matt RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3722
Gracesqui, Franklyn RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3723
Reed, Brian RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	3725
Lowry, Noah SP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3729
Birkins, Kurt RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3730
Lo, Chia-Jen RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	3733
Flannery, Michael RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3735
Flinn, Chris RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3736
Hernandez, Carlos E. SP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3739
Quintana, Jose RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	3740
Alvarez, Abe SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	3741
Brownlie, Bobby SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3745
Hinton, Robert RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3747
Cox, J.B. RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3748
Wright, Matt SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3749
Tufts, Tyler RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3752
Lara, Alexis RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3753
Perez, Oneli RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3755
Kometani, Paul RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3757
Schmidt, Joshua RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3758
Wordekemper, Eric RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3759
Schroder, Chris RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3762
Martinez, Carlos SP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3764
James, Chad SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3767
Quezada, Elvys RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3772
Wada, Tsuyoshi SP BAL 	-	Free Agent	N/A	0.0	0	0	0	N/A	3773
Cooney, Brandon P BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3774
Castellanos, Jonathan RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3776
Torra, Matt SP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3777
Heath, Deunte P CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	3780
Miller, Adam SP CLE 	-	Shits & Giggles	N/A	0.0	0	0	0	N/A	3786
Woerman, Joe SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3787
Villalona, Bryan RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3789
Corcoran, Tim RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3790
Adkins, Jon RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	3795
Bright, Adam RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3796
Boothe, Robert RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3799
Welker, Duke RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3800
Withrow, Chris SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3801
Cole, A.J. SP OAK 	-	Free Agent	N/A	0.0	0	0	0	N/A	3804
Rouwenhorst, Jonathon RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3808
Hendrickson, Ben SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3811
Batista, Kendy RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3815
Thorne, David RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	3816
Aselton, Kyle RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3817
Sawatski, Jay RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3818
Flande, Yohan SP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3820
Bumstead, Mike RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3821
Pollok, Dwayne RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3822
Thomas, Kevin SP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3824
Cisco, Michael P PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3826
Keating, Patrick RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3828
Redmond, Todd SP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3829
Wilkinson, Matthew RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3830
Jorgenson, Adam RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3831
Bittner, Tim RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3833
Rohrbaugh, Robert SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3836
Lollis, Matt P SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3838
Venditte, Patrick P NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3846
Santiago, Tomas RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3847
Davis, Jason T. RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3848
Morla, Ronny SP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	3855
Bajenaru, Jeff RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3857
Hansack, Devern RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	3862
Muegge, Danny RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3864
Sanchez, Jesus SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3865
Mercedes, Simon SP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3868
Urckfitz, Patrick RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	3871
Maroth, Mike SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3872
Rodriguez, Jose A. RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	3873
Burnside, Adrian RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3874
Barrett, Ricky RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3875
Bono, Robert SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3876
Abraham, Paul RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3878
Wells, Jared RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3879
Voss, Jay RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3890
Rollins, Heath SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3896
Carson, Robert SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3897
Dubee, Michael P PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3899
Cofield, Kyle SP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	3901
Hobgood, Matthew SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3902
Cortes, David RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3904
Warren, Adam SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3906
Darrow, Rudy RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3907
Flores, Ron RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3911
Garman, Brian P MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3914
Greenwood, Nick SP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3915
Ortega, Yonata RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3916
Desgue, Fernando RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3917
Christensen, Danny SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3918
Coutlangus, Jon RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3919
Scholl, Chris P LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3923
George, Chris SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3928
Mercedes, Roque RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3930
Leon, Arcenio RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	3932
Layne, Tommy RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3935
Doolittle, Michael P MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3936
Spoone, Chorye SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	3939
Simpson, Hayden SP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	3940
Munoz, Arnie RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3947
Livingston, Bobby SP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3949
Austen, David RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3952
Diekman, Jacob RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3953
Thomas, Daniel RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3954
Pelland, Tyler SP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3957
Cummings, Jeremy SP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3964
Rosen, Mark RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3965
Astacio, Olivo RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3968
Herron, Tyler RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3969
Zerpa, Armando RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	3972
Pearson, Jason RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3975
Orta, Ricky RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3977
Everts, Clint SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3978
Rosenberg, Brian RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3982
Birtwell, John RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3984
Frontz, Neal RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3987
Bushue, Tanner SP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	3988
Solis, Sammy SP WAS 	-	Free Agent	N/A	0.0	0	0	0	N/A	3989
Sartor, Matthew RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3994
Doyle, Jared RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3997
Harker, Brett RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3999
Van Buren, Jermaine RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4000
Diaz, Amalio P LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4001
Hornbeck, Ben SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4002
Heredia, Luis SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	4005
Wilson, Alex RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4007
Parker, Blake RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4012
Koehler, Tom SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	4016
Grube, Jarrett SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4020
James, Brad SP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	4021
Hynes, Colt RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4023
Munoz, Luis SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4025
Stemle, Steve RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4027
Montgomery, Mike SP KC	-	Whiteness	N/A	0.0	0	0	0	N/A	4029
Gabbard, Kason SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4031
Bray, Steve RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4033
Rice, Jason RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	4037
Socolovich, Miguel RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	4039
Sturge, Justin RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4043
Kleine, Victor RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	4044
Andrade, Steve RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	4047
Walker, Andrew RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	4048
Farina, Alan RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	4049
Bastardo, Alberto RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	4056
Cabrera, Alberto SP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4057
Burgos, Ambiorix RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	4060
Lopez, Aquilino RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	4065
Puffer, Brandon RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	4067
Schultz, Mike RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	4073
