All Utility Players 3 Year Averages MLB Standard Stats																	
Player	Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Value
Sandoval, Freddy DH ANA	Free Agent	6	0	1	1	0	0	0	0	1	0	0	0	0.1667	0.2857	0.1667	1302
Eldred, Brad OF WAS	Free Agent	15	1	2	1	0	0	1	1	0	5	0	0	0.1333	0.1333	0.3333	1307
Coats, Buck LF TOR 	Free Agent	19	1	4	2	2	0	0	1	1	8	0	0	0.2105	0.2500	0.3158	1310
Budde, Ryan C ANA	Free Agent	10	0	2	2	0	0	0	0	0	3	0	0	0.2000	0.2000	0.2000	1311
Johnson, Elliot SS TB	Free Agent	10	0	2	2	0	0	0	0	0	4	0	0	0.2000	0.2000	0.2000	1312
Mateo, Henry 2B TB	Free Agent	9	2	1	0	1	0	0	1	1	1	0	0	0.1111	0.2000	0.2222	1314
Robles, Oscar 2B PHI	Free Agent	20	2	4	4	0	0	0	1	2	3	0	0	0.2000	0.2727	0.2000	1315
Crabbe, Callix 2B SEA	Free Agent	34	4	6	5	1	0	0	2	4	6	1	0	0.1765	0.2821	0.2059	1316
Wilson, Bobby C ANA	Free Agent	3	0	0	0	0	0	0	0	0	2	0	0	0.0000	0.0000	0.0000	1318
Salome, Angel C MIL	Free Agent	3	0	0	0	0	0	0	0	0	1	0	0	0.0000	0.0000	0.0000	1319
Stewart, Chris C NYY	Free Agent	16	1	3	2	1	0	0	1	1	3	0	0	0.1875	0.2353	0.2500	1322
Maysonet, Edwin SS HOU	Free Agent	7	0	1	1	0	0	0	0	0	2	0	0	0.1429	0.1429	0.1429	1323
Rouse, Mike 2B CHW	Free Agent	30	3	5	4	1	0	0	2	3	8	1	0	0.1667	0.2424	0.2000	1324
Evans, Terry LF ANA	Free Agent	6	2	0	0	0	0	0	1	1	2	0	0	0.0000	0.1429	0.0000	1325
Velazquez, Gil A. 2B BOS	Free Agent	8	0	1	1	0	0	0	1	0	0	0	0	0.1250	0.1250	0.1250	1327
D'Antona, Jamie 1B ARI	Free Agent	17	2	3	3	0	0	0	1	2	4	0	0	0.1765	0.2632	0.1765	1329
Bankston, Wes 1B CIN	Free Agent	20	1	4	3	1	0	0	1	1	5	0	0	0.2000	0.2381	0.2500	1331
Washington, Rico 3B STL	Free Agent	19	2	3	1	2	0	0	3	3	6	0	0	0.1579	0.2727	0.2632	1332
Clark, Howie R. 1B TOR	Free Agent	21	2	4	3	1	0	0	1	3	3	0	0	0.1905	0.2917	0.2381	1334
Bernier, Doug 2B NYY	Free Agent	4	0	0	0	0	0	0	0	0	1	0	0	0.0000	0.0000	0.0000	1338
Lopez, Pedro M. SS PIT	Free Agent	15	0	3	2	1	0	0	0	0	3	0	0	0.2000	0.2000	0.2667	1339
McGehee, Casey 3B MIL 	Free Agent	24	1	4	3	1	0	0	5	0	8	0	0	0.1667	0.1600	0.2083	1341
Cota, Humberto C CIN	Free Agent	38	2	8	7	1	0	0	3	3	9	0	0	0.2105	0.2619	0.2368	1344
Roberts, Ryan 3B ARI 	Free Agent	9	1	1	1	0	0	0	0	1	4	0	0	0.1111	0.2000	0.1111	1345
Kelly, Don SS DET	Free Agent	9	1	1	1	0	0	0	0	1	1	0	0	0.1111	0.2727	0.1111	1346
Thurston, Joe OF STL	Free Agent	9	1	1	1	0	0	0	0	0	1	0	0	0.1111	0.2000	0.1111	1347
Harman, Brad 2B PHI	Free Agent	10	1	1	0	1	0	0	1	1	1	0	0	0.1000	0.1818	0.2000	1350
Restovich, Michael LF CHW	Free Agent	13	0	2	1	1	0	0	1	1	4	0	0	0.1538	0.2143	0.2308	1353
Cervenak, Mike 3B PHI	Free Agent	13	0	2	2	0	0	0	1	0	5	0	0	0.1538	0.1538	0.1538	1354
Green, Andy 1B NYM	Free Agent	29	5	5	4	1	0	0	2	4	7	0	0	0.1724	0.2727	0.2069	1356
LaRue, Jason C STL	Free Agent	175	18	32	20	7	0	5	18	20	46	1	0	0.1829	0.2857	0.3086	1357
Barden, Brian 3B STL	Free Agent	22	3	4	4	0	0	0	0	1	6	0	0	0.1818	0.2174	0.1818	1360
McDonald, Darnell T. RF CIN 	Free Agent	5	0	0	0	0	0	0	0	0	2	0	0	0.0000	0.0000	0.0000	1362
Cervelli, Francisco C NYY	Free Agent	5	0	0	0	0	0	0	0	0	3	0	0	0.0000	0.0000	0.0000	1363
Barnwell, Chris SS PIT	Free Agent	10	1	1	1	0	0	0	0	0	2	0	0	0.1000	0.1000	0.1000	1371
Antonelli, Matt 2B SD	Want-a-be Ghetto All Stars	57	6	11	8	2	0	1	3	5	11	0	0	0.1930	0.2923	0.2807	1375
Ambres, Chip OF NYM	Free Agent	22	2	4	4	0	0	0	0	4	8	0	0	0.1818	0.3077	0.1818	1376
Reed, Eric CF FLA	Free Agent	20	3	2	2	0	0	0	0	1	5	1	0	0.1000	0.1818	0.1000	1378
Conrad, Brooks 3B ATL	Free Agent	19	0	3	2	1	0	0	2	0	9	0	0	0.1579	0.1579	0.2105	1381
Carroll, Brett CF FLA	Free Agent	33	8	5	5	0	0	0	2	2	10	0	0	0.1515	0.2000	0.1515	1384
Santos, Omir C NYM	Free Agent	10	0	1	1	0	0	0	0	0	2	0	0	0.1000	0.1000	0.1000	1385
Kazmar, Sean SS SD	Free Agent	39	2	8	7	1	0	0	2	5	14	0	0	0.2051	0.2889	0.2308	1387
Green, Nick A. SS BOS 	Free Agent	40	4	7	4	2	0	1	1	4	14	0	1	0.1750	0.2500	0.3000	1389
Myrow, Brian 1B PIT	Free Agent	16	0	2	2	0	0	0	2	2	4	0	0	0.1250	0.2222	0.1250	1392
Johnson, Rob C SEA 	Free Agent	17	2	2	2	0	0	0	1	0	3	0	0	0.1176	0.1176	0.1176	1396
Sammons, Clint C ATL	Free Agent	28	1	5	5	0	0	0	2	2	6	0	0	0.1786	0.2333	0.1786	1397
Morton, Colt C SEA	Free Agent	8	1	0	0	0	0	0	0	1	2	0	0	0.0000	0.1111	0.0000	1398
LaRoche, Andy 3B PIT 	Free Agent	105	11	19	14	3	0	2	9	15	20	1	0	0.1810	0.2869	0.2667	1401
Moeller, Chad C BAL 	Free Agent	82	10	16	12	3	0	1	5	4	21	0	0	0.1951	0.2500	0.2683	1404
Hill, Koyie C CHC	Free Agent	38	2	6	3	2	0	1	4	3	10	0	0	0.1579	0.2143	0.2895	1405
Miller, Corky C CIN	Free Agent	30	2	4	2	1	0	1	3	2	7	0	0	0.1333	0.1875	0.2667	1409
Casto, Kory 1B WAS	Free Agent	72	5	14	9	4	0	1	6	7	18	0	0	0.1944	0.2658	0.2917	1413
Rivera, Rene C NYM	Free Agent	33	3	5	3	1	0	1	1	1	10	0	0	0.1515	0.1765	0.2727	1414
Bako, Paul C PHI 	Free Agent	203	17	43	34	6	1	2	18	20	62	0	1	0.2118	0.2844	0.2808	1418
Fowler, Dexter CF COL 	Free Agent	26	3	4	4	0	0	0	0	0	5	0	1	0.1538	0.1852	0.1538	1427
Brignac, Reid SS TB	Lazy Pukes	10	1	0	0	0	0	0	0	1	5	0	0	0.0000	0.0909	0.0000	1432
Molina, Gustavo C WAS	Free Agent	17	0	2	2	0	0	0	0	1	4	0	0	0.1176	0.1667	0.1176	1442
Nix, Jayson 2B CHW 	Free Agent	19	1	2	1	1	0	0	1	2	6	0	0	0.1053	0.1905	0.1579	1444
Stavinoha, Nick LF STL	Free Agent	57	4	11	10	1	0	0	4	2	11	0	0	0.1930	0.2167	0.2105	1445
Brown, Matt B. 3B ANA	Free Agent	12	0	0	0	0	0	0	2	2	6	0	0	0.0000	0.1429	0.0000	1448
Ardoin, Danny C LA	Free Agent	58	6	11	9	2	0	0	2	4	14	0	0	0.1897	0.2540	0.2241	1456
Nix, Laynce CF CIN 	Free Agent	30	1	4	3	1	0	0	3	0	12	0	0	0.1333	0.1613	0.1667	1462
Janish, Paul SS CIN 	Free Agent	80	5	15	12	2	0	1	6	7	18	0	0	0.1875	0.2697	0.2500	1463
Gonzalez, Andy 1B FLA	Free Agent	106	10	20	15	3	0	2	6	16	33	0	3	0.1887	0.2951	0.2736	1464
Sardinha, Dane K. C DET	Free Agent	44	2	7	6	0	1	0	3	4	11	0	0	0.1591	0.2292	0.2045	1492
Bocock, Brian SS SF	Free Agent	77	4	11	10	1	0	0	2	12	29	4	2	0.1429	0.2584	0.1558	1500
Tuiasosopo, Matt 3B SEA	Free Agent	44	1	7	4	2	1	0	2	2	16	0	0	0.1591	0.2128	0.2500	1510
Perez, Antonio 3B ATL	Free Agent	33	3	3	1	2	0	0	3	3	15	0	0	0.0909	0.1667	0.1515	1517
Rohlinger, Ryan 3B SF	Free Agent	32	2	3	1	1	1	0	2	1	8	0	1	0.0938	0.1212	0.1875	1523
Ochoa, Ivan SS BOS	Free Agent	120	7	24	16	8	0	0	3	4	28	0	1	0.2000	0.2441	0.2667	1555
Carlin, Luke C ARI	Free Agent	94	12	14	9	3	1	1	6	10	34	0	0	0.1489	0.2381	0.2340	1556
Bixler, Brian SS PIT	Free Agent	108	16	17	14	2	1	0	2	6	36	1	0	0.1574	0.2288	0.1944	1566
Galvis, Freddy SS PHI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1625
Pinkney, Alton OF BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1626
Rapoport, James RF STL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1628
Alonso, John 1B MIL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1629
Porter, Greg OF NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1630
Hathaway, Aaron C NYM	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1631
Sizemore, Scott SS DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1633
Benjamin, Casey SS TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1634
Rahl, Chris OF ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1635
Bell, Billy CF BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1636
Federowicz, Timothy C BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1637
King, Tom 2B SD	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1640
Vroman, Douglas OF WAS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1642
Frazier, Alex OF ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1643
Fernando, Osvaldo SS HOU	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1644
Cooper, James CF NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1645
Byrne, Bryan 1B ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1646
Auer, Robert CF ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1648
Moss, Steve OF MIL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1649
Statia, Hainley SS ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1650
Cowgill, Collin RF ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1651
McCraw, Sean C NYM	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1652
Pedro, Erick San C WAS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1654
Mesa, Melky OF NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1655
Lopez, Gabe 2B NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1658
Moustakas, Michael 3B KC	Shits & Giggles	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1659
Anderson, Dennis C CHC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1660
Henry, C.J. OF PHI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1661
Nava, Daniel OF BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1662
Dominguez, Jeffrey SS SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1663
Carpenter, David C STL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1664
Schnurstein, Micah 3B CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1666
Curry, Mike OF TB	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1667
Perry, Patrick C BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1668
Rogelstad, Matt 3B SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1670
Marseco, Michael SS MIL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1671
Pinckney, Brandon 2B CLE	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1672
Ferrer, Simon 3B COL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1674
Soto, Neftali SS CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1675
Romine, Andrew SS ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1677
Walter, Randy R. OF SF	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1678
Calderone, Adam CF TOR	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1679
Schneider, John C TOR	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1682
Sosa, Ricardo 3B ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1683
Navarro, Efren 1B ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1684
Soto, Luis SS BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1687
Bruce, Derek SS ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1689
Pacheco, Jonel OF PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1691
Mercado, Orlando C ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1692
Kiger, Mark SS SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1693
Self, Todd D. OF HOU	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1696
Morrissey, Adam 2B ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1701
Washington, Demetrius 2B ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1702
Eldridge, Rashad OF TB	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1703
Guevara, Orlando C PHI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1704
Naughton, Joel C PHI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1705
Joseph, Alfred OF CHC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1711
Guzman, Javier SS ATL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1714
Concepcion, Ambiorix OF NYM	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1718
Kirkland, Kody 3B DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1719
Bock, Brian C BAL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1722
Ringe, Craig SS TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1723
Baez, Lizahio OF TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1724
Place, Jason CF BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1729
Henry, Justin 2B DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1731
Smith, Ryan D. C CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1732
Hrynio, Mike 3B SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1733
Cozart, Zachary SS CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1734
Dickerson, Joseph OF KC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1738
Cooper, Jason OF CLE	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1741
Finegan, Brian SS CLE	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1742
Davis, Brad C FLA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1743
Rowell, William 3B BAL	Titty`s Warriors	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1745
Athas, Jamie SS SF	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1746
Wallace, Brett 3B OAK	Sofa Kings	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1748
Wilson, John C WAS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1749
McQuade, Anthony OF CHC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1754
Cornejo, Eduardo 3B OAK	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1755
Shelby, John CF CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1756
Retherford, Christopher 3B CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1758
Nowak, Chris 3B TB	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1760
Viciedo, Dayan 3B CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1761
Gac, Ian 1B TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1763
Cipriano, William 2B TB	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1765
Adduci, James OF CHC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1766
Sherrod, Justin OF BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1767
Tugwell, Marc 3B PHI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1770
Septimo, Abad SS FLA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1771
Bladergroen, Ian 1B BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1776
Battle, Timothy OF NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1777
Whiteside, Eli C SF	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1780
Jackson, Nicolas CF NYM	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1782
Kroski, Chris C CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1785
Bannon, Jeff SS TB	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1787
Colvin, Brooks SS DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1789
Thibault, Kiel C KC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1792
Noriega, Gabriel SS SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1793
Davidson, Kevin C HOU	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1794
Colamarino, Brant 1B TOR	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1796
Kratz, Erik C PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1797
Robinson, Trayvon CF LA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1798
Chiaffredo, Paul C PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1799
Gosewisch, Tuffy C PHI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1801
Anderson, Lars 1B BOS	Evil Empire	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1802
Anderson, Drew M. 2B CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1808
Dlugach, Brent SS DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1809
Benson, William LF MIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1810
Hansen, Josh C CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1813
Schaeffer, Warren SS COL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1814
Hart, Bo 2B COL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1816
Martinez, Michael G. SS WAS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1818
West, Kevin OF TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1819
Britton, Phillip C ATL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1820
Bates, Aaron 1B BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1821
Hallberg, Marcus SS ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1822
Burgamy, Brian 2B SD	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1823
Cota, Jesus 1B ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1825
Rojas, Irwil C NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1826
Owings, Jon LF ATL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1827
Beckham, Gordon SS CHW	Lazy Pukes	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1831
Senreiso, Juan OF TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1832
Rojas, Nestor C SF	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1833
Bibbs, Kennard OF MIL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1835
Minicozzi, Mark 3B SF	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1836
Minges, Tyler OF BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1837
Ramirez, Wilkin OF DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1840
Webb, Trey SS SF	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1841
Rosario, Alberto C ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1842
Campana, Anthony CF CHC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1844
Trejo, Jaime 3B TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1846
Eigsti, Jacob SS NYM	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1848
Sucre, Antonio OF PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1851
Sollmann, Steven 2B MIL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1855
Rodriguez, Josh 2B CLE	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1856
Grove, Jason OF MIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1858
Carter, Sam LF SD	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1859
Henry, Sean SS CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1861
Richardson, Kevin C TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1862
Reddick, Josh LF BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1863
Ash, Jonathan 2B MIL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1864
Made, Hector SS NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1866
Castro, Ismael 2B SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1867
Armitage, Jonathan OF SF	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1868
Knoedler, Jason OF DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1869
Donovan, Todd OF TOR	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1870
Ibarra, Walter SS NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1871
Limonta, Johan 1B SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1873
Myers, Michael SS CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1875
Rohan, James SS LA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1879
Boyer, Bradley 2B SF	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1880
