All Players 3 Year Averages MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Value
Austen, David RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2565
Currin, Patrick P OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2568
Thomas, Daniel RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2569
Whisler, Wesley SP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2571
Daley, Matt RP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2573
Pelland, Tyler SP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2574
Voyles, Brad RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2577
Sinkbeil, Brett SP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2578
Cummings, Jeremy SP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2580
Rosen, Mark RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2581
Madritsch, Bobby SP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2582
Avery, Matthew RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2583
Pichardo, Kelvin RP SF 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2584
Astacio, Olivo RP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2585
Herron, Tyler RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2586
Curtis, Dan RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2590
Hacker, Eric SP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2592
Omogrosso, Brian RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2593
Kiker, Kasey SP TEX 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2598
Kadokura, Ken SP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2601
Jakubauskas, Chris SP SEA 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2603
Howard, Adam RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2605
Pearson, Jason RP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2606
Everts, Clint SP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2609
Hensley, Matt RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2610
Hurd, John RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2613
Lumsden, Tyler SP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2615
Anderson, Brett SP OAK   	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2616
Birtwell, John RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2617
Dingman, Craig RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2619
Doubront, Felix SP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2621
Frontz, Neal RP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2622
Carrillo, Cesar SP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2628
Ormond, Rodney RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2630
Takahashi, Ken SP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2633
Doyle, Jared RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2634
Harker, Brett RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2635
Robbins, Jake RP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2638
Taylor, Graham P FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2639
Townsend, Wade SP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2643
Gunderson, Kevin P ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2645
De La Cruz, Julio RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2646
Gonzalez, Luis E. RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2647
Perez, Luis SP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2653
Nunez, Jhonny RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2654
Holt, Bradley SP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2655
Green, Matthew RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2656
Perdomo, Luis M. RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2659
Valenzuela, Sergio RP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2665
Veal, Donnie SP PIT 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2667
James, Brad SP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2671
Manuel, Robert RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2675
Munoz, Luis SP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2676
Kawakami, Kenshin SP ATL 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2678
Downs, Brodie RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2681
Collins, Timothy RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2682
Stammen, Craig SP WAS  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2684
Bray, Steve RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2690
Klatt, Ryan RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2695
Morris, Cory SP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2707
Walden, Jordan SP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2709
Sturge, Justin RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2711
Kleine, Victor RP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2713
Martin, Adrian P TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2715
Augenstein, Bryan SP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2716
Warden, Jim Ed RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2718
Walker, Andrew RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2720
Rzepczynski, Marc SP TOR  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2721
Wild, Jacob RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2725
Trinidad, Polin SP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2726
Bastardo, Alberto RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2727
Brunet, Michael RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2731
Jan, Carlos RP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2732
Bergesen, Brad SP BAL 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2736
Escalona, Edgmer SP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2737
Periard, Alex SP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2738
Puffer, Brandon RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2747
Ovalles, Juan RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2749
Bard, Daniel SP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2750
Schultz, Mike RP ARI	Free Agent	0.3	0.0	0	0	0	0	0	0	0	0	0	0.00	0.00	2752
Tillman, Chris SP BAL  	Grape Apes	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2753
Valdez, Eddy RP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2754
Finch, Brian SP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2756
Leek, Randy SP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2757
Mahon, Reid RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2758
Muessig, Jeff RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2760
Ambriz, Hector RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2774
De La Vara, Gilbert RP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2775
Ramos, Cesar SP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2780
Stutes, Kyle RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2783
Garcia, Rosman RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2785
Parrott, Rhett RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2789
Seibel, Phil SP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2797
Leach, Brent RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2798
Edell, Ryan SP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2802
Otero, Daniel RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2805
Megrew, Mike RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2808
Nova, Ivan SP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2812
Thomas, Jared RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2813
Poveda, Omar RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2814
Akin, Brian RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2815
Baker, Brad RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2818
Tyler, Scott SP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2819
Sandoval, Juan SP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2824
Buschmann, Matt RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2834
Wood, Tim RP FLA 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2835
Garceau, Shaun RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2836
Sosa, Henry SP SF 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2837
Estrada, Paul RP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2843
Browning, Barrett RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2845
Startup, Will RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2846
McDade, Neal RP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2847
Juarez, William RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2848
Meque, Jacobo RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2851
Jones, Mike RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2856
Camacho, Eddie RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2858
Mildren, Paul SP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2860
Honel, Kris RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2862
White, Steven SP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2864
Machi, Jean RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2868
Cota, Luis SP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2871
Medlen, Kris P ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2875
Deza, Fredy SP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2876
Peterson, Adam RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2885
Cahill, Trevor SP OAK  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2887
Knapp, Jason SP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2888
King, Blake RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2889
Dorman, Rich SP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2890
Mathes, J.R. SP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2891
Maclane, Evan SP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2894
Shafer, David RP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2896
Trubee, Luke RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2899
James, Michael RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2900
Scarpetta, Cody SP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2902
Gothreaux, Jared SP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2903
Crouthers, Dave RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2907
Rodriguez, Derek RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2909
Bumatay, Mike RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2913
Bumgarner, Madison SP SF	Disco Bush Horticulturists	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2914
Holland, Derek SP TEX  	Floaters and Sinkers	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2916
Melancon, Mark RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2917
Cuevas, Jairo SP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2918
Rohrbough, Cole SP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2920
Meaux, Ryan RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2932
Goocher, Clint RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2935
Schreiber, Zach RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2938
Bailey, Cory RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2940
Brackman, Andrew SP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2942
Sequea, Jacobo RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2946
Connolly, Jon SP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2953
Davis, Wade SP TB	Floaters and Sinkers	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2954
Stanczyk, Ben RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2957
Holdzkom, Lincoln RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2961
Webb, Ryan SP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2962
Duensing, Brian SP MIN  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2963
Martinez, Anastacio SP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2965
Ward, Zachary RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2967
Fisher, Carlos SP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2972
Perry, Ryan RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2973
Jang, Pil Joon SP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2975
Graves, Danny RP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2983
Hill, Danny RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2988
Perkins, Vince RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2991
Gulin, Lindsay RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2992
Maestri, Alessandro RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2995
Delaney, Rob RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3004
Ross, Tyson SP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3006
Rodriguez, Ricardo SP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3008
Kroenke, Zachary RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3010
Zimmermann, Bob RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3015
Escalona, Sergio SP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3017
Poreda, Aaron SP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3018
Journell, Jimmy RP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3022
Reynoso, Paulino RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3023
Rowe, Steven RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3024
Stevens, Jeff RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3025
Stoner, Tobi P NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3027
Lentz, Richard RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3028
Sues, Jeff RP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3040
Johnson, Nathan RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3048
Hanson, Tommy SP ATL  	Sofa Kings	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3053
Hellickson, Jeremy SP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3057
Kemp, Beau RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3059
Kahn, Stephen RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3060
Starner, Nathan RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3062
Rodriguez, Henry A. SP OAK	Floaters and Sinkers	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3064
Gogal, Jeffrey RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3065
Atilano, Luis SP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3068
Parker, Zach SP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3070
Johnson, David P MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3071
Gronkiewicz, Lee RP BOS	Free Agent	2.0	0.0	0	0	0	0	0	0	1	1	1	0.00	1.00	3072
Williams, Randy RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3083
Main, Michael SP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3085
Isenberg, Kurt RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3093
Hertzler, Barry RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3094
Bynum, Mike RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3095
Beato, Pedro SP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3097
Bowles, Brian RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3101
Regilio, Nick RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3104
Heyer, Craig RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3105
Guerra, Deolis SP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3107
Barbara, Michael P TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3108
Reina, Jesus SP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3109
Smit, Alexander RP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3110
Childers, Matt RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3111
Forystek, Brian RP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3114
Marquez, Jeff SP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3116
Massaro, Michael RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3120
Deduno, Samuel SP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3126
Gonzalez, Marco RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3127
Smith, Dan B. RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3128
Hammes, Zach SP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3130
Cheng, Chi-Hung SP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3133
Huff, David SP CLE 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3134
Simonitsch, Errol SP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3139
Johnson, Kris SP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3142
Bell, Trevor SP ANA 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3144
Nelson, Brad P ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3145
Schmoll, Steve RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3147
Lugo, Jose RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3150
Nannini, Mike RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3151
Cannon, Jon SP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3156
Sharpe, Steven RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3157
Romero, Aquino RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3161
Choi, Hyang-Nam RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3163
Huisman, Justin RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3168
Nix, Michael RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3171
Tamayo, Ignacio RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3172
Friedrich, Christian SP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3173
Trahern, Dallas SP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3175
Johnson, Jeremy RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3176
Elliott, Matthew RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3181
Searles, Jonathan RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3182
Deago, Roger SP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3185
Montero, Oscar RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3186
Roemer, Wes SP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3187
Johnson, Todd P OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3190
Hunter, Brett RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3192
Woody, Abraham P ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3193
Garcia, Angel RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3197
Kinsey, Christopher RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3198
Sadowski, Ryan SP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3199
